address,authDate,compAuthId,compBizNo,compName,compRegNo,compTel,compTypeNm,presidentName,product,rnum,compMgrNo,cancelDate,compCert
텟흐트용111,2021-10-13,1026,123-12-12345,사이트기능테스트,제2021-150호,031-728-7066,,테스트담당자,테트스용1,457,test999,,
"울산광역시 울주군 온양읍 망양3길 11-24, 101호",2021-12-29,1093,643-81-00543,(주)늘조은,제2021-119호,052-237-5267,자회사,김미자,제조업 및 음식점업(도시락),458,allgood237,,
경기도 용인시 처인구 남사읍 서촌로 56,2021-12-29,1092,341-86-02048,(주)톡톡이네,제2021-118호,031-728-1491,자회사,조아라,"서비스업(카페, 사무지원 등)",459,,,
"서울특별시 강동구 천호대로 1057, 702호(천호동, 오피스텔트레벨)",2021-12-27,1091,107-82-12254,(사)한국참여자치장애인총연합회,제2021-117호,02-473-2330,일반,김대건,"제조업(가구, 마스크, 창호), 용역(시설물유지관리 등)",460,kfdp,,
"경기도 수원시 장안구 경수대로 1111, 1층(파장동)",2021-12-27,1094,392-86-00373,(주)마음샘,제2021-115호,031-217-3327,일반,장명찬,"도소매업(커피전문점 운영, 카페운영 재료 취급 등)",461,samcafe0877,,
강원도 철원군 갈말읍 갈말로 32-31,2021-12-27,1088,383-87-01526,(주)자카본,제2021-114호,031-529-0517,일반,최진헌,"제조업(활성탄, 핫팩)",462,jacarbon,,
충청남도 천안시 동남구 성남면 석곡3길 60,2021-12-23,1087,312-82-19408,(사)햇살,제2021-113호,041-552-1460,일반,최명용,"제조업(수배전반, CCTV)",463,,,
전라남도 순천시 생목순환길 116(생목동),2021-12-23,1085,633-86-00648,(유)대동,제2021-111호,061-727-4004,일반,김인철,"제조업(산업용필터), 서비스업(건물관리)",464,no1799,,
울산광역시 북구 호수중앙로 15-35,2021-12-23,1084,807-82-00197,찬솔사회적협동조합,제2021-110호,052-274-3737,일반,김인환,"제조업, 도소매업(물티슈, 화장지 등)",465,chansolno1,,
부산광역시 동래구 사직로 66(사직동),2021-12-23,1083,467-88-02209,(주)경빈,제2021-109호,051-505-9507,일반,"박복수, 박해수",음식점업(베이커리 및 커피음료),466,pbs730416,,
경상북도 김천시 어모면 산업단지4로 167,2021-12-23,1082,450-86-01964,농업회사법인 행복한200프로(주),제2021-108호,054-436-4995,자회사,조은별,도소매업(농산물),467,hp450,,
"경기도 군포시 공단로 149, 지하107호(당동, 아이밸리군포)",2021-12-23,1081,365-86-02082,베스트푸드(주),제2021-107호,031-454-3650,자회사,유능한,제조업(식품제조),468,bestfood,,
"경기도 수원시 영통구 매영로 219-21, 에이동 1층 1호(원천동)",2021-12-23,1080,851-81-01444,(주)호림,제2021-106호,031-217-3327,자회사,오숙원,"제조업, 도소매업(토너, 쇼핑백 등)",469,,,
"제주특별자치도 제주시 연삼로 372, 2층(이도이동)",2021-12-20,1078,616-81-71478,(주)영림언어평생교육지원연구소,제2021-104호,064-745-2467,일반,"고영림, 오인실","서비스업(아동상담), 제조업(커피가공)",470,dudfla2,,
전라북도 익산시 왕궁면 국가식품로 150,2021-12-20,1077,510-87-01036,나리찬주식회사 농업회사법인,제2021-103호,063-853-3777,일반,문성호,제조업(김치 등),471,narichanfood,,
인천광역시 서구 도담로 7(오류동),2021-12-20,1076,470-88-01512,(주)유신에코,제2021-102호,032-716-6370,일반,서경미,"제조업(생분해 빨대, 식탁보 등)",472,yusineco,,
"충청북도 청주시 흥덕구 직지대로436번길 76, 직지스마트타워 1312호",2021-12-15,1074,125-81-46885,(주)진우아이엔씨,제2021-100호,070-4693-6089,일반,이종성,제조업(컨테이너),473,jwkc0996,,
부산광역시 기장군 정관읍 곰내길 603-30,2021-12-15,1073,106-82-32164,(사)친환경복지가로누리,제2021-099호,051-900-0880,일반,이상민,"서비스업(건물위생관리, 소독방역)",474,eco420,,
대구광역시 동구 경안로 722-1(동호동),2021-12-15,1072,377-36-00684,거성산업,제2021-098호,053-963-2522,일반,김병만,제조업(섬유표백염색),475,,,
경상남도 진주시 판문오동길 124(판문동),2021-12-15,1071,556-88-00476,(주)참진주로컬푸드 농업회사법인,제2021-097호,055-795-1912,일반,정덕순,제조업(떡류),476,cjl1912,,
경기도 화성시 향남읍 길성길 166-93,2021-12-15,1069,553-87-00863,(주)씨엘씨컴퍼니,제2021-095호,031-781-3083,일반,김우영,"도소매업, 서비스업(커피 및 차류, 편의점 운영)",477,clconline,,
경기도 파주시 광탄면 방축길 131-23,2021-12-15,1067,183-88-02048,세상(주),제2021-093호,031-939-2301,일반,홍현실,세탁업(산업용 세탁),478,saesang2021,,
"경기도 파주시 초롱꽃로 17 창업지원센터 1층(동패동, LH창업지원센터)",2021-12-15,1066,490-88-01160,(주)우리나눔,제2021-092호,070-8811-8022,일반,신현석,"서비스업(도시농업교육, 농수산물 도소매업, 온라인판매 등)",479,milal01,,
경기도 남양주시 진접읍 경복대로바람골길 42-175,2021-12-15,1065,678-87-00667,(주)델리캡,제2021-091호,031-555-3080,일반,이정훈,"제조업(도시락, 김밥 등)",480,delicap01,,
경상남도 양산시 북경공단2길 55(북경동),2021-12-09,1064,621-01-52302,백성사,제2021-090호,055-385-2244,일반,신법환,"세탁업(병원, 산업용 세탁)",481,,,
경기도 남양주시 화도읍 재재기로 158,2021-12-09,1062,849-82-00191,(사)경기도장애인자활협회,제2021-088호,031-521-3669,일반,지명환,"제조업(사무용품, 화장지 등)",482,,,
"서울특별시 종로구 동숭길 25, 5층",2021-12-06,1061,101-82-21153,(사)노란들판,제2021-086호,02-766-9101,일반,양현준,서비스업(사회복지),483,nodeuldp,,
"서울특별시 송파구 올림픽로 269, 4층(신천동, 롯데캐슬골드)",2021-12-06,1060,386-81-02385,그린위드(주),제2021-085호,02-3479-9145,자회사,정찬우,"서비스업(시설유지관리, 세탁)",484,,,
경기도 안양시 동안구 흥안대로 405(평촌동),2021-12-06,1058,747-87-02239,(주)오뚜기프렌즈,제2021-083호,031-421-8201,자회사,이학천,제조업(식품제조 등),485,otf0068,,
충청남도 논산시 부적면 예학로 206,2021-11-26,1055,626-88-01906,(주)에이스트레이드,제2021-081호,041-733-9256,일반,이원섭,도소매업(의류수출 등),486,,,
"서울특별시 중랑구 동일로 143번길 22, 2층(묵동)",2021-11-26,1054,121-82-16576,(사)한국장애인근로복지협회,제2021-080호,02-433-2290,일반,조무연,"제조업(상하수기계장치 구성품, 리프트장비 및 액세서리, 배관유체조절시스템장비및부품)",487,cmy0092,,
광주광역시 광산구 평동공단산정로 108(연산동),2021-11-26,1053,410-86-28780,(주)유투,제2021-079호,062-1600-4907,일반,강철원,제조업(컴퓨터 등),488,utocnc,,
"서울특별시 강서구 양천로620, 1401 1403호",2021-11-22,1052,314-86-66827,(주)에이블위,제2021-077호,02-6959-1855,자회사,이은자,서비스업(건물위생관리),489,,,
"경기도 안양시 만안구 박달로 337, A동 4층 일부(박달동)",2021-11-22,1051,248-81-02083,(주)고운누리,제2021-076호,043-261-7376,자회사,노상식,"서비스업(카페, 매점 등)",490,,,
"경기도 하남시 조정대로 150, 469, 470호(덕풍동, 아이데코)",2021-11-22,1049,721-88-01894,에코솔루션(주),제2021-074호,031-8027-2087,일반,"이경임, 정옥남",제조업(LED 등기구 등),491,eco5020,,
"경기도 용인시 수지구 광교중앙로296번길 10, 203호(상현동, 광교리치안오피스텔)",2021-11-22,1048,142-81-75425,(주)위드엠,제2021-073호,070-4779-4505,일반,전정훈,"서비스업(위생관리 용역, 소독 방역)",492,withm,,
"전북특별자치도 전주시 덕진구 만성중앙로 54-58, 405호",2021-11-15,1046,162-82-00134,(사)행복드림복지회,제2021-070호,063-861-1606,일반,김선례,"제조업(수배전반, MCC분전반 등)",493,,,
"서울특별시 노원구 중계로6길 1-7, 2관 2층",2021-11-15,1045,384-82-00388,파란동그라미 사회적협동조합,제2021-069호,02-933-8200,일반,송애덕,"제과제빵, 카페",494,paran2017,,
"서울특별시 강북구 오패산로 148, 1층",2021-11-15,1044,499-86-00112,(주)동행,제2021-068호,02-719-9451,일반,박국환,서비스업(소독),495,gowith,,
"서울특별시 중랑구 면목로 456, 1층",2021-11-15,1043,204-16-85015,편백힐링안마원,제2021-067호,02-433-6889,일반,김종성,서비스업(안마),496,mf68,,
"대구광역시 북구 노원로 50, 3층 303호(노원동3가)",2021-11-15,1042,636-86-02058,(주)브라보비버대구,제2021-066호,053-355-4777,자회사,지승용,도소매업(커피 및 차류),497,bb_daegu,,
충청북도 청주시 청원구 양청송대길 74(오창읍),2021-11-08,1041,665-88-01987,(주)해든,제2021-065호,070-4432-6815,자회사,김기석,제조업(생활안전용품 등),498,haedeun_20,,
"경기도 성남시 분당구 돌마로 79, 601, 602호(금곡동, 썬프라자)",2021-11-08,1040,796-98-01354,장수건강안마센터,제2021-064호,031-713-3330,일반,최재근,서비스업(안마원),499,anmacjk1005,,
경상남도 양산시 동면 여락송정로 270-2,2021-10-27,1036,605-86-01429,(주)느티나무의사랑,제2021-063호,051-808-5152,일반,정선희,"제조업, 도소매(침구, 비누, 판촉물),  음식점업(빵류, 커피 등)",500,huz1600,,3
"서울특별시 강서구 화곡로 416, 1118호(등촌동, 가양역 더스카이밸리 5차 지식산업센터)",2021-10-27,1035,201-82-08668,(사)에스디워크,제2021-062호,031-949-4565,일반,서영대,"제조업(인쇄, 판촉, 전자부품 등)",501,sdwork5402,,1
"대전광역시 동구 태전로 25, 406호(중동, 도심형산업지원플랫폼)",2021-10-27,1034,719-82-00191,(사)대한문화체육교육협회,제2021-061호,042-221-5654,일반,김상배,"제조업(전산출력용역, 인쇄 외), 정보통신업 등",502,jarib12394,,
부산광역시 사상구 학장로 329(주례동),2021-10-19,1033,668-81-00519,몬스타(주),제2021-060호,1544-3937,일반,이승재,제조업(컴퓨터 등),503,monstarkorea,,
"세종특별자치시 전의면 산단길 21-55, 1층",2021-10-19,1032,332-88-01812,에스제이씨코리아(주),제2021-059호,044-862-1012,자회사,김민준,제조업(마스크),504,sjckorea,,
"대구광역시 북구 유통단지로 115, 3층(산격동, 대구우편집중국)",2021-10-19,1031,151-81-00267,(주)세명에스앤더블유,제2021-058호,053-587-1331,일반,안미옥,인쇄업,505,snw15181,,
"경기도 수원시 권선구 산업로 180, 411호(고색동, 디에치테크타워)",2021-10-13,1029,638-87-01770,(주)에스씨텍,제2021-056호,031-293-2114,일반,이덕란,제조업(전기조명 등),506,sctec210,,
경기도 김포시 양촌읍 서현로65번길 88,2021-09-16,1023,104-81-95375,(주)천우티이앰,제2021-053호,031-982-8384,일반,박영균,"제조업(분전반, 전기자재 등)",507,cwtem1,,
전라남도 나주시 왕곡면 혁신산단7길 105,2021-09-02,1018,735-81-02063,(주)에스얜에스,제2021-050호,031-351-6337,일반,정영옥,제조업(전력기기 등),508,sns1085,,
"부산광역시 사상구 학감대로 177번길 27, 3층",2021-09-02,1021,665-82-00332,(사)컴피장애인복지자립협회,제2021-049호,051-317-3332,일반,정희정,제조업(마스크),509,csi1028,,
"광주광역시 광산구 어등대로621번길 11, 1층(소촌동)",2021-09-02,1020,245-82-00157,(사)중증장애인복지협회,제2021-048호,062-363-4455,일반,이한철,제조업(가구 및 인쇄물),510,kj3634455,,
"서울특별시 강남구 테헤란로 7길 22, 한국과학기술회관 2관 903호",2021-08-31,1017,486-81-01099,(주)키뮤,제2021-047호,070-4159-6789,일반,남장원,"서비스업(디자인, 교육서비스)",511,kimustudio,,
"부산광역시 북구 백양대로 1025, 152호(구포동, 협진태양쇼핑프라자)",2021-08-23,1016,682-88-01696,(주)비뉴,제2021-046호,1599-7585,일반,김숙영,서비스업(건물위생관리),512,benew8226,,
"서울특별시 동작구 상도로 369, 벤처중소기업센터 203, 204호(상도동, 숭실대학교)",2021-08-06,1012,359-88-00894,(주)해든앰앤씨,제2021-044호,070-7562-2820,일반,오현석,"도매 및 소매업(판촉물, 사은품)",513,headen,,
경상남도 김해시 한림면 용덕로236번길 27,2021-08-06,1009,244-81-02155,(주)다올,제2021-043호,055-313-6060,일반,이상율,"제조업(일반가구, 주방가구 등)",514,daol5562,,
경기도 안성시 양성면 범티길 39-57,2021-08-06,1014,125-86-17013,그린가드(주),제2021-042호,031-671-5188,일반,방남석,제조업(쓰레기봉투),515,togreen8687*,,
경기도 파주시 광탄면 부흥로 235번길 109,2021-07-27,1007,141-81-04306,(주)휴빔스,제2021-041호,031-941-1739,일반,오세기,제조업(전기조명기기),516,,,
"서울특별시 영등포구 당산로41길 11, 이702호(당산동4가, 당산에스케이브이1센터)",2021-07-27,1006,106-86-52192,베스띠아(주),제2021-040호,02-790-0381,일반,윤정호,"제조업(주방가구, 일반가구)",517,best0381,,
"서울특별시 마포구 상암산로 48-6, 19층(상암동, 중앙일보빌딩)",2021-07-06,1005,740-88-01954,커넥트중앙(주),제2021-039호,02-2031-1927,자회사,박영진,"서비스업(세차, 헬스키퍼 등)",518,,,
경기도 안양시 동안구 시민대로 383 B동 1103-1,2021-06-30,1003,223-87-01511,(주)더블루,제2021-037호,031-8068-5537,일반,박은정,"서비스업(교육, 카페운영)",519,theblue8000,,
광주광역시 북구 양일로 148-14(양산동),2021-06-30,1002,539-86-01398,(주)다섬,제2021-036호,062-251-6497,일반,한기용,제조업(섬유제품),520,,,
"서울특별시 서초구 효령로 321, 1층(서초동, 덕원빌딩)",2021-06-14,1001,596-87-02233,메가위드(주),제2021-035호,02-3489-8640,자회사,이창섭,음식점업(커피 전문점),521,,,
"인천광역시 계양구 서운산단로1길 63, 4층(서운동)",2021-06-07,997,624-88-00070,(주)바이더엠,제2021-031호,1800-8057,일반,"윤가희, 윤철구",제조업(LED 조명등기구),522,bythem,,3
"경기도 수원시 영통구 매영로238번길 21, 6층(원천동)",2021-06-07,996,514-87-01907,(주)더엠알오,제2021-030호,031-215-2087,일반,이화영,"제조업(전광판 및 배전판, CCTV)",523,dwsys2020,,
"서울특별시 강남구 마곡중앙14로 28(마곡동, 코이스)",2021-05-25,994,229-81-37198,(주)코이스,제2021-028호,02-3488-8302,일반,허찬,서비스업(온라인 광고대행),524,kois1603,,
"서울특별시 구로구 디지털로26길 38, 12층(구로동, 지타워)",2021-05-25,993,572-87-02178,조인핸즈네트워크(주),제2021-027호,02-2271-7520,자회사,김우일,서비스업(사무지원 등),525,joinhands,,
충청남도 논산시 강경읍 농공단지로 22,2021-05-25,992,302-81-09003,(주)신화,제2021-026호,041-742-9445,일반,정찬욱,"제조업(난간, 가드레일)",526,shinhwa1,,
경상북도 김천시 새실길9,2021-05-13,990,510-82-06109,(사)밀알장애인사회통합공동체,제2021-024호,054-435-0837,일반,백승래,제조업(LED조명 등),527,sky4350836,,
"경기도 파주시 장터고개길180-5, 180-11",2021-05-10,987,672-81-00105,(주)삼오전자,제2021-022호,032-623-5235,일반,오명수,제조업(조명기구),528,oms3535,,
"대구광역시 달성군 다사읍 세천로7길 17-10, 제4동",2021-05-10,988,701-13-00554,에스엔인터내셔날,제2021-020호,053-583-6055,일반,김관한,제조업 및 도소매업(산업용세탁기 등),529,snintl5566,,
"경상남도 진주시 범골로54번길 30-9, 드림IT밸리 B동 715호, 709호, 708호(충무공동)",2021-05-10,961,155-88-00856,(주)세움에듀,제2021-019호,1833-3075,일반,이나은,교육서비스업&#40;소프트웨어 개발 등&#41;,530,seumedu,,
"서울특별시 구로구 개봉로23길 10, 2층(개봉동)",2021-04-28,985,113-82-05103,(사)한국장애인문화인쇄협회,제2021-018호,02-2683-0955,일반,김숙현,인쇄업&#40;봉투 등&#41;,531,mhksh8,,
"인천광역시 부평구 마장로426번길 33, 3층 (청천동)",2021-04-22,983,574-82-00230,(사)행복나눔장애인복지협회,제2021-016호,032-7104-7188,일반,유근춘,제조업&#40;군정비복 등&#41;,532,,,
"인천광역시 강화군 송해면 장정양오길 434, 1호",2021-04-22,982,530-86-01921,정성영농조합법인,제2021-015호,032-937-9706,일반,황순국,"농업&#40;벼 재배, 판매&#41;",533,jungs1008,,
경기도 연천군 백학면 백학산단길 57,2021-03-29,980,293-87-00938,(주)세일,제2021-013호,031-833-1520,일반,이중복,제조업&#40;쇼핑백끈&#41;,534,ljb9853,,
경기도 여주시 도예로 247(오학동),2021-03-23,979,239-88-02093,푸르메여주팜(주),제2021-012호,02-6395-7017,컨소시엄,김병두,"농업(토마토, 버섯 등 작물재배)",535,purmeyeoju,,
"서울특별시 성동구 연무장5가길 7, E동 902호(성수동2가, 현대테라스타워)",2021-03-12,977,211-88-29060,오토오모니터(주),제2021-010호,02-515-9555,일반,김브라이언홍일,서비스업&#40;홍보대행 및 빅데이터분석&#41;,536,ottomonitor,,
충청북도 청주시 흥덕구 오산면 과학산업3로 29,2021-03-09,976,734-81-01834,(주)아름누리,제2021-009호,043-219-5098,자회사,이원률,서비스업(청소용역),537,,,
전라남도 나주시 동수농공단지길 137-9(동수동),2021-03-09,975,366-86-00296,(주)금하테크,제2021-008호,062-443-3300,일반,한청우,제조업&#40;유선 통신장비&#41;,538,kumha777,,
"경기도 성남시 중원구 둔촌대로 484, 207호, 208호(상대원동, 시콕스타워)",2021-02-18,973,129-86-83140,휠링보장구협동조합,제2021-006호,031-731-4587,일반,오도현,"제조업(전동휠체어, 충전기, 가구)",539,jiin0519,,
"경기도 광명시 새빛공원로 67, B동 18층 1813, 1814, 1815, 309호",2021-01-27,972,466-88-00630,(주)월드씨앤에스,제2021-005호,02-6299-7245,일반,"조성현, 김혜진","제조업&#40;전자카메라, CCTV&#41;",540,,,
"서울특별시 영등포구 국회대로74길 20(여의도동, 12층 1201호)",2020-01-13,953,101-82-11295,(사)한국장애인이워크협회,제2021-004호,02-783-0800,일반,조무호,"제조업&#40;CCTV, LED, 인쇄, 펌프류, 수처리장치 외&#41;",541,ework2021,,
"대전광역시 유성구 북유성대로 303, 8층 804호(반석동)",2021-01-13,971,870-87-01321,(주)하랑커뮤니티,제2021-003호,042-710-6690,자회사,이상민,제조업(마스크 등),542,harangcomm,,
"광주광역시 북구 첨단벤처로28번길 7(대촌동, 리치룩스)",2021-01-13,970,409-81-75954,(주)리치룩스,제2021-002호,062-224-3333,일반,이옥범,제조업&#40;조명장치&#41;,543,,,
"경기도 성남시 분당구 불정로 6, 5층(정자동, 그린팩토리)",2021-01-13,969,315-81-38182,네이버핸즈(주),제2021-001호,031-784-4265,자회사,노세관,서비스업&#40;사업지원&#41;,544,,,
인천광역시 서구 가정로77번길 28(가좌동),2020-12-18,463,775-87-00347,(주)이온폴리스,제2020-096호,070-5101-2420,일반,황규진,"제조업&#40;샤워기, 이온수기 필터 등&#41;",545,ionpolis,,
전라북도 완주군 삼례읍 하리로 177-10,2020-12-18,950,246-88-00114,다정다감협동조합,제2020-095호,063-242-0803,일반,최은영,"제조업(원두, 수제청), 음식점업&amp;amp;#40;커피 등&amp;amp;#41;",546,ekfkr2014,,
울산광역시 남구 옥동 산77-3 1층,2020-12-18,948,610-86-24458,(주)울산메모리얼파크,제2020-093호,052-994-4404,일반,구미진,"제조업&#40;석제품&#41;, 서비스업&#40;묘지관리 등&#41;",547,,,
경상남도 창원시 마산회원구 내서읍 중리공단로 65 벤처-507,2020-12-18,947,609-86-22329,(주)에이치디엠씨,제2020-092호,055-231-6998,일반,유진규,제조업&#40;전자부품 등&#41;,548,dhm829,,
충청남도 서산시 남부순환로 576(양대동),2020-12-15,945,316-81-17782,(합)대한상사해피크린,제2020-090호,041-668-4488,일반,김현호,세탁업,549,dhhp4488,,
충남 서산군 서천읍 대백제로 1176-8,2020-12-15,1010,206-81-95502,(주)해담솔,제2020-089호,041-951-8789,일반,민근슥,제조업(조미김),550,hds2266,,
충청남도 천안시 동남구 수신면 백자3길 200,2020-12-15,464,289-88-01347,해오름(주),제2020-088호,041-584-0058,일반,김윤옥,제조업&#40;화장지 등&#41;,551,hae0058,,
제주특별자치도 서귀포시 토평공단로 107번길 16-4(토평동),2020-12-15,943,681-88-00087,(주)삼한서비스,제2020-087호,064-763-9031,일반,강진원,세탁업&#40;산업용&#41;,552,,,
"대전광역시 대덕구 신탄진로 377, 지하2층(와동)",2020-12-15,942,707-88-01035,(주)성경식품 제2공장,제2020-086호,042-602-8833,자회사,육현진,제조업(육가공 등),553,,,
"경기도 시흥시 은계중앙로 306번길 55, 비01호, 비02호(대야동, 리도스스마트허브)",2020-12-15,940,140-82-04580,새누리기획사회적협동조합,제2020-084호,031-311-6724,일반,김범수,"제조업&#40;광고인쇄물, 옥내외광고물&#41;",554,dsnr,,
부산광역시 사상구 모라로 22,2020-12-11,461,402-87-01069,(주)브라이언스랩,제2020-083호,051-329-7277,일반,조민해,"제조업(건강식품, 화장품, 소독제)",555,brianslab2,,
"전라남도 여수시 덕충2길 32, 1층 1-1호(덕충동, GS칼텍스벨류센터)",2020-12-11,939,261-86-02058,한울사랑(유),제2020-082호,061-680-2247,자회사,장동수,서비스업(사업지원서비스),556,,,
경북 칠곡군 기산면 기산공단1길 31,2020-12-09,937,869-88-01293,(주)크로바케미칼,제2020-079호,053-359-0353,일반,이부영,"제조업, 도소매업&#40;세척제, 화장품&#41;",557,clover4989,,
경상북도 영천시 금호읍 금창로 273,2020-12-09,936,377-86-01354,(주)신대영사,제2020-078호,054-335-3315,일반,권영수,제조업&#40;섬유표백&#41;,558,,,
경상북도 울진군 죽변면 매정1길 91,2020-12-09,935,507-03-86306,주식회사 창명,제2020-077호,054-783-5333,,신상기,"제조업, 도소매업(농자재, 수소정수기 등)",559,daesannhe,,
전라북도 군산시 중가도길 57(오시도동),2020-12-03,1013,689-86-00374,주식회사 퓨코,제2020-076호,063-461-7700,일반,성문수,제조업(세척 등),560,pueco,,
경북 칠곡군 동명면 금암동석4길 32,2020-12-03,932,504-81-40202,일광영농조합법인,제2020-074호,054-977-3900,일반,이현송,"도소매업, 제조업&#40;채소류&#41;",561,ikw8887,,
제주특별자치도 제주시 애월읍 답동3길 20,2020-11-30,931,616-86-26696,(주)정성기업,제2020-073호,070-7747-8337,일반,홍경수,세탁용역&#40;산업용&#41;,562,,,
"서울특별시 중랑구 신내열로3길 40-36, A동 609,610호(신내동, 신내데시앙플렉스)",2020-11-30,930,209-82-11809,(사)해오름장애인협회,제2020-072호,02-943-4466,일반,노영주,"제조업(cctv, 방송장비)",563,hor0438,,"1,4"
경기도 화성시 정남면 만년로98번길 47,2020-11-30,929,124-81-20238,(주)삼신상사,제2020-071호,070-4854-2805,일반,전상학,제조업&#40;종이컵 등&#41;,564,samsinss,,
전라남도 장흥군 장흥읍 장강로 118,2020-11-23,923,414-81-05673,장흥산업(주),제2020-069호,061-863-6131,일반,김민숙,세탁업&#40;의료용&#41;,565,,,
"서울특별시 서초구 강남대로 27, 비1-006호",2020-11-23,968,556-86-00211,(주)미쓰봉플라워,제2020-068호,02-533-9791,일반,구영순,"도소매업&#40;화훼, 생화&#41;",566,missbong599,,
"경기도 파주시 베리고개길 22-2, 1동 1층(아동동, 썬나노)",2020-11-23,921,105-19-74357,썬나노,제2020-067호,02-179-3287,일반,김태호,"제조업(열차단 단열필름, 인테리어필름)",567,sunnano,,
충청북도 청주시 상당구 문의면 미천고은로 65,2020-11-19,920,301-81-86026,(주)한국펄프,제2020-066호,043-296-9660,일반,이경희,제조업&#40;화장지 등&#41;,568,kyong9717,,
"경기도 아산시 단원구 산단로 296, 324호 325호(원시동, 대우테크노파크아파트형공장)",2020-11-10,917,440-86-01443,(주)디와이테크,제2020-063호,031-493-1399,일반,양천후,"제조업&#40;마스크, 전자제품&#41;",569,,,
"인천광역시 연수구 센트럴로 313, 비동 1827호",2020-11-03,916,815-86-01797,(주)에스엘로지스틱스,제2020-062호,032-225-6363,일반,나영희,"서비스업(운송 및 물류, 택배)",570,,,
"서울특별시 금천구 가산디지털1로 145, 402호",2020-11-03,914,106-86-48117,(주)티원엘에스,제2020-060호,1644-8032,일반,김영규,제조업&#40;컴퓨터&#41;,571,,,
"부산관역시 강서구 공항앞길33번길 14, 1층(대저2동)",2020-10-22,1008,879-87-01518,(주)핸즈온,제2020-059호,051-831-7005,일반,박선국,제조업(김치 등),572,ho8317005,,
경남 김해시 금관대로1073번길 6-2(풍유동),2020-10-22,912,545-81-01229,(주)대한,제2020-057호,055-311-2225,일반,김기범,"복사용지, 점보롤화장지, 인쇄물, 사무용품, 근무복, 홍보물품, 스마트팜 체험학습, 채소, 샐러드, 컵과일, 샌드위치 등",573,daehan1532,,
"경기도 하남시 하남대로 947, C동 3층 301, 302호",2020-10-22,911,670-88-01446,(주)희망나누기,제2020-056호,031-5180-3733,일반,"최성호, 민남식",제조업(LED조명기구),574,hm01446,,
"서울특별시 성동구 연무장5가길 25, 성수역에스케이브원타워 812호",2020-10-07,910,592-86-00949,코액터스(주),제2020-055호,070-7114-0418,일반,송민표,서비스업(소프트웨어 개발),575,goyohanm,,
대전광역시 대덕구 문평서로 8-24(문평동),2020-10-07,909,305-81-90648,(주)레딕스,제2020-054호,042-671-3716,일반,황순화,"제조업(LED전구, 마스크)",576,engle001,,"1,3,5"
충청북도 청주시 층덕고 오송읍 오송생명1로 10,2020-09-24,844,130-81-57268,(주)기린화장품,제2020-052호,043-238-1250,일반,이병준,제조업&#40;화장품 등&#41;,577,kirincos,,
경기도 부천시 옥산로290번길 33(내동),2020-09-24,886,130-86-56982,(주)키플러스,제2020-051호,032-577-7155,일반,이민우,"제조업&#40;플라스틱사출금형, 보건용마스크&#41;",578,kplus75,,
경상북도 경주시 외동읍 구어공단길 28-45,2020-09-24,908,505-81-69764,크린멤버스,제2020-050호,054-774-1478,일반,김수천,제조업&#40;병원린넨 세탁공급&#41;,579,,,
경기도 파주시 파주읍 돈유1로 59-38,2020-09-16,907,127-81-30638,정도산업,제2020-049호,031-860-4047,일반,황동혁,"제조업&#40;건설자재, 도로시설물 등&#41;",580,jeongdo5121,,
"경기도 수원시 영통구 창룡대로 256번길 91, 5층 504호(이의동, 에이스광교타워2)",2020-09-16,906,163-86-01702,아룸테크(주),제2020-048호,031-860-4047,일반,임주아,"제조업(cctv,전광판)",581,,,
광주광역시 북구 첨단벤처소로15번길 39(월출동),2020-09-16,905,896-87-00872,씨엘코리아,제2020-047호,062-710-7414,일반,박형규,제조업&#40;조명기기&#41;,582,,,
"인천광역시 남동구 소래로 624(만수동, 2층)",2020-09-08,966,131-36-87940,민속물산,제2020-046호,032-441-4422,일반,이선희,제조업&#40;조미김&#41;,583,minsok,,
인천광역시 동구 샛골로 230-33(송림동),2020-09-08,903,211-87-70048,(주)케이씨환경디자인,제2020-045호,032-677-1994,일반,구희경,"제조업&#40;조명기구, 조명제어장치&#41;",584,KCLIGHT,,
"경기도 부천시 중동로254번길 78, 303호",2020-08-19,753,233-82-66990,약손공동체 협동조합,제2020-040호,032-675-9373,일반,김한성,서비스업(안마),585,yagson2020,,
서울특별시 성동구 성수이로 24길 32,2020-08-10,754,201-86-46637,티더블유씨팩토리(주),제2020-039호,02-468-1112,자회사,함세희,"사업지원 서비스업 &#40;사내카페, 환경미화 등&#41;",586,,,
"서울특별시 송파구 올림픽로 300, 36층(신천동, 롯데월드타워)",2020-08-10,755,706-81-01498,(주)에이피알커뮤니케이션,제2020-038호,02-2138-5534,자회사,정재훈,"사업지원 서비스업&#40;사내물류, 헬스키퍼 등&#41;",587,,,
"전라북도 익산시 서동로38길, 13-7(금강동)",2020-08-04,757,511-63-00053,스마일,제2020-036호,063-854-0352,일반,최은영,세탁업,588,solji0868,,
"전라북도 전주시 완산구 용머리로 77, 지하1층(효자동1가)",2020-08-04,758,654-81-01635,(주)사랑모아,제2020-035호,063-711-1100,자회사,박진성,서비스업(인력공급),589,,,
"서울특별시 동작구 상도로 369, 숭실대학교 창신관 106호(상도동)",2020-07-31,759,345-86-00926,에스에스엠엠(주),제2020-034호,02-822-0727,일반,곽원준,서비스업(자동차 유지관리 서비스),590,ssmobility,,
